episode_index,category,suite,source_file,length,task
1690,lighting,libero_10,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_demo.hdf5,227,put both the alphabet soup and the cream cheese box in the basket
1691,camera_pose,libero_spatial,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,114,pick up the black bowl on the cookie box and place it on the plate
1692,lighting,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,134,pick up the black bowl on the wooden cabinet and place it on the plate
1693,sensor_noise,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,144,pick up the orange juice and place it in the basket
1694,env,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,118,pick up the salad dressing and place it in the basket
1695,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,129,pick up the black bowl on the ramekin and place it on the plate
1696,camera_pose,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,122,pick up the salad dressing and place it in the basket
1697,sensor_noise,libero_10,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_demo.hdf5,242,put the white mug on the left plate and put the yellow and white mug on the right plate
1698,sensor_noise,libero_goal,turn_on_the_stove_demo.hdf5,88,turn on the stove
1699,camera_pose,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,127,pick up the milk and place it in the basket
1700,sensor_noise,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,101,put the wine bottle on top of the cabinet
1701,language,libero_spatial,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,119,pick up the black bowl from table center and place it on the plate
1702,camera_pose,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,125,pick up the salad dressing and place it in the basket
1703,lighting,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,139,pick up the milk and place it in the basket
1704,sensor_noise,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,143,pick up the alphabet soup and place it in the basket
1705,language,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,164,pick up the butter and place it in the basket
1706,camera_pose,libero_10,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,272,put both the cream cheese box and the butter in the basket
1707,language,libero_10,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_demo.hdf5,298,put the white mug on the left plate and put the yellow and white mug on the right plate
1708,camera_pose,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,178,pick up the butter and place it in the basket
1709,env,libero_spatial,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,111,pick up the black bowl on the cookie box and place it on the plate
1710,env,libero_10,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,250,put both the alphabet soup and the tomato sauce in the basket
1711,env,libero_goal,put_the_wine_bottle_on_the_rack_demo.hdf5,156,put the wine bottle on the rack
1712,language,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket_demo.hdf5,129,pick up the bbq sauce and place it in the basket
1713,camera_pose,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket_demo.hdf5,160,pick up the bbq sauce and place it in the basket
1714,camera_pose,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,151,pick up the alphabet soup and place it in the basket
1715,language,libero_10,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_demo.hdf5,263,put the black bowl in the bottom drawer of the cabinet and close it
1716,language,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,234,turn on the stove and put the moka pot on it
1717,camera_pose,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,158,pick up the chocolate pudding and place it in the basket
1718,env,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,308,turn on the stove and put the moka pot on it
1719,language,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,238,turn on the stove and put the moka pot on it
1720,sensor_noise,libero_10,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,173,pick up the book and place it in the back compartment of the caddy
1721,lighting,libero_goal,put_the_bowl_on_the_plate_demo.hdf5,90,put the bowl on the plate
1722,env,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket_demo.hdf5,162,pick up the ketchup and place it in the basket
1723,env,libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5,148,pick up the black bowl on the stove and place it on the plate
1724,language,libero_10,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,173,pick up the book and place it in the back compartment of the caddy
1725,camera_pose,libero_10,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_demo.hdf5,247,put the white mug on the plate and put the chocolate pudding to the right of the plate
1726,env,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket_demo.hdf5,141,pick up the bbq sauce and place it in the basket
1727,sensor_noise,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,153,pick up the orange juice and place it in the basket
1728,env,libero_goal,push_the_plate_to_the_front_of_the_stove_demo.hdf5,139,push the plate to the front of the stove
1729,lighting,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,140,pick up the cream cheese and place it in the basket
1730,language,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,93,put the wine bottle on top of the cabinet
1731,sensor_noise,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,127,pick up the milk and place it in the basket
1732,lighting,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,155,pick up the alphabet soup and place it in the basket
1733,sensor_noise,libero_spatial,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,110,pick up the black bowl from table center and place it on the plate
1734,env,libero_10,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_demo.hdf5,220,put the white mug on the plate and put the chocolate pudding to the right of the plate
1735,language,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,128,pick up the salad dressing and place it in the basket
1736,camera_pose,libero_10,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_demo.hdf5,250,put the white mug on the left plate and put the yellow and white mug on the right plate
1737,language,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,119,pick up the black bowl on the ramekin and place it on the plate
1738,language,libero_spatial,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,100,pick up the black bowl on the cookie box and place it on the plate
1739,language,libero_spatial,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,109,pick up the black bowl from table center and place it on the plate
1740,env,libero_10,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_demo.hdf5,290,put both the alphabet soup and the cream cheese box in the basket
1741,language,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,150,pick up the black bowl next to the ramekin and place it on the plate
1742,lighting,libero_spatial,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,120,pick up the black bowl from table center and place it on the plate
1743,camera_pose,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,141,pick up the cream cheese and place it in the basket
1744,camera_pose,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,96,put the bowl on top of the cabinet
1745,env,libero_goal,push_the_plate_to_the_front_of_the_stove_demo.hdf5,125,push the plate to the front of the stove
1746,lighting,libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5,140,pick up the black bowl on the stove and place it on the plate
1747,lighting,libero_10,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,255,put both the cream cheese box and the butter in the basket
1748,lighting,libero_goal,open_the_middle_drawer_of_the_cabinet_demo.hdf5,139,open the middle drawer of the cabinet
1749,lighting,libero_10,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,271,put both the cream cheese box and the butter in the basket
1750,language,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,98,put the bowl on the stove
1751,language,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket_demo.hdf5,175,pick up the bbq sauce and place it in the basket
1752,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,139,pick up the black bowl on the wooden cabinet and place it on the plate
1753,language,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,169,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
1754,language,libero_goal,open_the_top_drawer_and_put_the_bowl_inside_demo.hdf5,185,open the top drawer and put the bowl inside
1755,lighting,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,133,pick up the cream cheese and place it in the basket
1756,language,libero_10,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_demo.hdf5,237,put the black bowl in the bottom drawer of the cabinet and close it
1757,language,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,155,pick up the black bowl next to the cookie box and place it on the plate
1758,camera_pose,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,100,put the wine bottle on top of the cabinet
1759,camera_pose,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,133,pick up the cream cheese and place it in the basket
1760,env,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,142,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
1761,language,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,153,pick up the butter and place it in the basket
1762,env,libero_spatial,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,125,pick up the black bowl from table center and place it on the plate
1763,env,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket_demo.hdf5,148,pick up the ketchup and place it in the basket
1764,lighting,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,122,pick up the salad dressing and place it in the basket
1765,lighting,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,122,pick up the salad dressing and place it in the basket
1766,camera_pose,libero_10,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_demo.hdf5,248,put both the alphabet soup and the cream cheese box in the basket
1767,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,95,pick up the black bowl on the cookie box and place it on the plate
1768,lighting,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,145,pick up the black bowl on the wooden cabinet and place it on the plate
1769,language,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,167,pick up the cream cheese and place it in the basket
1770,lighting,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,105,put the bowl on top of the cabinet
1771,camera_pose,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,91,put the bowl on the stove
1772,camera_pose,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,92,pick up the black bowl between the plate and the ramekin and place it on the plate
1773,lighting,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,153,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
1774,lighting,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,113,pick up the black bowl on the ramekin and place it on the plate
1775,env,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,141,pick up the black bowl next to the cookie box and place it on the plate
1776,language,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,84,pick up the black bowl between the plate and the ramekin and place it on the plate
1777,language,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,105,pick up the black bowl between the plate and the ramekin and place it on the plate
1778,camera_pose,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,175,pick up the milk and place it in the basket
1779,lighting,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,136,pick up the alphabet soup and place it in the basket
1780,lighting,libero_goal,turn_on_the_stove_demo.hdf5,90,turn on the stove
1781,sensor_noise,libero_goal,open_the_top_drawer_and_put_the_bowl_inside_demo.hdf5,227,open the top drawer and put the bowl inside
1782,camera_pose,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,133,pick up the black bowl next to the cookie box and place it on the plate
1783,env,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,133,pick up the tomato sauce and place it in the basket
1784,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,139,pick up the black bowl on the wooden cabinet and place it on the plate
1785,camera_pose,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,150,pick up the black bowl next to the ramekin and place it on the plate
1786,camera_pose,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,109,pick up the black bowl on the ramekin and place it on the plate
